p,    N,    seq_result,    seq_time,    par_result,    par_time
1, 1000, 3.14159248692, 0.00004643100, 3.14159248692, 0.00007689200
1, 1000, 3.14159248692, 0.00013512100, 3.14159248692, 0.00015327700
1, 1000, 3.14159248692, 0.00004944900, 3.14159248692, 0.00005632900
1, 1000, 3.14159248692, 0.00013051800, 3.14159248692, 0.00010061900
1, 1000, 3.14159248692, 0.00004998100, 3.14159248692, 0.00005811700
1, 1000, 3.14159248692, 0.00004979000, 3.14159248692, 0.00005846200
1, 1000, 3.14159248692, 0.00004997000, 3.14159248692, 0.00005664400
1, 1000, 3.14159248692, 0.00004977800, 3.14159248692, 0.00005888700
1, 1000, 3.14159248692, 0.00008964500, 3.14159248692, 0.00010971300
1, 1000, 3.14159248692, 0.00008938000, 3.14159248692, 0.00017193900
1, 1000, 3.14159248692, 0.00008728900, 3.14159248692, 0.00010221200
1, 1000, 3.14159248692, 0.00009135300, 3.14159248692, 0.00010257900
1, 1000, 3.14159248692, 0.00008925600, 3.14159248692, 0.00010919700
1, 1000, 3.14159248692, 0.00008811700, 3.14159248692, 0.00010649400
1, 1000, 3.14159248692, 0.00008865500, 3.14159248692, 0.00010344800
1, 1000, 3.14159248692, 0.00008942300, 3.14159248692, 0.00009949200
1, 1000, 3.14159248692, 0.00005143300, 3.14159248692, 0.00007843900
1, 1000, 3.14159248692, 0.00011681500, 3.14159248692, 0.00010457800
1, 1000, 3.14159248692, 0.00008939100, 3.14159248692, 0.00010058100
1, 1000, 3.14159248692, 0.00009213000, 3.14159248692, 0.00010736500
2, 1000, 3.14159248692, 0.00007217800, 3.14159248692, 0.00265248900
2, 1000, 3.14159248692, 0.00008935500, 3.14159248692, 0.00140052400
2, 1000, 3.14159248692, 0.00009296500, 3.14159248692, 0.00085906500
2, 1000, 3.14159248692, 0.00005129800, 3.14159248692, 0.00058318500
2, 1000, 3.14159248692, 0.00005085600, 3.14159248692, 0.00068444100
2, 1000, 3.14159248692, 0.00009033500, 3.14159248692, 0.00304264200
2, 1000, 3.14159248692, 0.00005107100, 3.14159248692, 0.00059620400
2, 1000, 3.14159248692, 0.00009395100, 3.14159248692, 0.00073811300
2, 1000, 3.14159248692, 0.00009383400, 3.14159248692, 0.00116532200
2, 1000, 3.14159248692, 0.00010161600, 3.14159248692, 0.00059179300
2, 1000, 3.14159248692, 0.00004961300, 3.14159248692, 0.00087543800
2, 1000, 3.14159248692, 0.00008856500, 3.14159248692, 0.00167118300
2, 1000, 3.14159248692, 0.00007282500, 3.14159248692, 0.00056097100
2, 1000, 3.14159248692, 0.00009202700, 3.14159248692, 0.00068616400
2, 1000, 3.14159248692, 0.00009026800, 3.14159248692, 0.00055546400
2, 1000, 3.14159248692, 0.00004900900, 3.14159248692, 0.00055650300
2, 1000, 3.14159248692, 0.00004964100, 3.14159248692, 0.00047288400
2, 1000, 3.14159248692, 0.00004925300, 3.14159248692, 0.00070666500
2, 1000, 3.14159248692, 0.00004992400, 3.14159248692, 0.00055672400
2, 1000, 3.14159248692, 0.00004687400, 3.14159248692, 0.00057255200
3, 1000, 3.14159248692, 0.00004685800, 3.14159248692, 0.00056931100
