p,    N,    seq_result,    seq_time,    par_result,    par_time
1, 1000, 3.14159248692, 0.00001814700, 3.14159248692, 0.00003480600
1, 1000, 3.14159248692, 0.00002295300, 3.14159248692, 0.00003411600
1, 1000, 3.14159248692, 0.00001864400, 3.14159248692, 0.00003881000
1, 1000, 3.14159248692, 0.00001652200, 3.14159248692, 0.00002516200
1, 1000, 3.14159248692, 0.00001847600, 3.14159248692, 0.00002764000
1, 1000, 3.14159248692, 0.00002698800, 3.14159248692, 0.00004161900
1, 1000, 3.14159248692, 0.00002221900, 3.14159248692, 0.00003952200
1, 1000, 3.14159248692, 0.00001652200, 3.14159248692, 0.00002522000
1, 1000, 3.14159248692, 0.00001844600, 3.14159248692, 0.00004137100
1, 1000, 3.14159248692, 0.00001660600, 3.14159248692, 0.00002667100
1, 1000, 3.14159248692, 0.00001843000, 3.14159248692, 0.00002785900
1, 1000, 3.14159248692, 0.00001630200, 3.14159248692, 0.00002754800
1, 1000, 3.14159248692, 0.00001841800, 3.14159248692, 0.00003439200
1, 1000, 3.14159248692, 0.00001634400, 3.14159248692, 0.00002978000
1, 1000, 3.14159248692, 0.00001832400, 3.14159248692, 0.00003362800
1, 1000, 3.14159248692, 0.00004258600, 3.14159248692, 0.00005069300
1, 1000, 3.14159248692, 0.00001840900, 3.14159248692, 0.00002917700
1, 1000, 3.14159248692, 0.00001816900, 3.14159248692, 0.00002762900
1, 1000, 3.14159248692, 0.00001641900, 3.14159248692, 0.00002427500
1, 1000, 3.14159248692, 0.00001645600, 3.14159248692, 0.00002617700
2, 1000, 3.14159248692, 0.00002830700, 3.14159248692, 0.01050722500
2, 1000, 3.14159248692, 0.00003293400, 3.14159248692, 0.01052453700
2, 1000, 3.14159248692, 0.00003335100, 3.14159248692, 0.01054861700
2, 1000, 3.14159248692, 0.00003418700, 3.14159248692, 0.01052638700
2, 1000, 3.14159248692, 0.00003819300, 3.14159248692, 0.01043613600
2, 1000, 3.14159248692, 0.00003337600, 3.14159248692, 0.01046924000
